screen_number,screen_type,hindi_video_url_script,hi_video_url,hi_overlay_main_text,hi_overlay_sub_text,hi_overlay_hint,overlay_cta_label,correct_answer,mcq_option_a,mcq_option_b,correct_option_id,show_result,success_video_url,failure_video_url,partial_video_url,waiting_video_url
12,translate,आप किसी को अपनी job role कैसे बताओगे?,https://sn-main.b-cdn.net/system-uploads/scenario-data/e0027205-2908-4634-ae2f-ee6209b27c25-FOV3_16.mp4,अपनी job role बताओगे,इसे English में बोलिए,I am a ____,,I am a,,,,TRUE,https://sn-main.b-cdn.net/system-uploads/scenario-data/dedd3a89-39da-4411-9bdc-2d83ce935c3a-CORRECT-2-FOV3-1.1.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/a81a49d2-7477-4707-bcd0-9b6caef74455-WRONG-2-FOV3-v1.1.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/841e1aba-4f53-433d-bd06-3977b7dee9f6-partial-correct-F0V3.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/88b66b57-4949-455d-aabf-983972ac7419-wait-FOV3.mp4
13,media,"जब आप अपना introduction पूरा कर लेते हैं, तो आप polite और friendly रहने के लिए 'Nice to meet you' बोल सकते हैं! इसका मतलब है कि आपको उनसे पहली बार मिलकर खुशी हुई।",https://sn-main.b-cdn.net/system-uploads/scenario-data/edd83432-8b69-4383-bcd6-e624f6ac6c50-FOV3_17.mp4,Nice to meet you,introduction को अच्छे तरीके से ख़त्म करना,,Next,,,,,,,,,
14,mcq,अपना introduction सही तरीके से ख़त्म करने के लिए कौन सा option सही है?,https://sn-main.b-cdn.net/system-uploads/scenario-data/63c4a178-6521-4e7d-b521-ff38277a6695-FOV3_18.mp4,अपना introduction सही तरीके से ख़त्म करने के लिए कौन सा option सही है?,,,,,Nice to meet you,Bye,a,TRUE,https://sn-main.b-cdn.net/system-uploads/scenario-data/05508807-33dd-4d83-9a6b-99a785882422-CORRECT-2-FOV3-1.2.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/c25bea80-1de3-42d2-ac19-05acb9092dc6-WRONG-1-FOV3-v1.1.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/841e1aba-4f53-433d-bd06-3977b7dee9f6-partial-correct-F0V3.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/88b66b57-4949-455d-aabf-983972ac7419-wait-FOV3.mp4
15,translate,आप अपना introduction सही तरीके से कैसे ख़त्म करोगे?,https://sn-main.b-cdn.net/system-uploads/scenario-data/86d6e795-2e03-4b87-b064-d32b5c4d1284-FOV3_19.mp4,अपना introduction कैसे ख़त्म करोगे,इसे English में बोलिए,Nice to meet you,,Nice to meet you,,,,TRUE,https://sn-main.b-cdn.net/system-uploads/scenario-data/b4795db3-df7c-4e7b-908a-9851c026beb1-CORRECT-2-FOV3-1.3.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/b5036fc9-0043-4317-808e-c91064c1c916-WRONG-1-FOV3-v1.2.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/841e1aba-4f53-433d-bd06-3977b7dee9f6-partial-correct-F0V3.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/88b66b57-4949-455d-aabf-983972ac7419-wait-FOV3.mp4
16,media,"बढ़िया! अब आप Priya से मिलने वाले हैं, उसे English में अपना introduction दीजिए!",https://sn-main.b-cdn.net/system-uploads/scenario-data/88e8ebf2-c9fd-4062-996d-365fd1088e46-FOV3_20.mp4,,Now real conversation practice! 💬,,Start Practice!,,,,,,,,,
17,conversation,Hi! I'm Priya! What's your name?,https://sn-main.b-cdn.net/system-uploads/scenario-data/b2b1b5bf-f6e2-4832-a90e-fca2a9dd6017-FOV3_21.mp4,,Hi! I'm Priya! What's your name?,My name is ____,,,,,,,,,,
18,conversation,That's a lovely name! How old are you?,https://sn-main.b-cdn.net/system-uploads/scenario-data/29554040-477f-4ef7-b188-e986c7f6e59e-FOV3_22.mp4,,That's a lovely name! How old are you?,I am __ years old,,,,,,,,,,
19,conversation,Oh nice! I turned 28 last month. Where are you from?,https://sn-main.b-cdn.net/system-uploads/scenario-data/3ee09fcf-c84d-40ff-a415-b97d23e762ef-FOV3_23.mp4,,Oh nice! I turned 28 last month. Where are you from?,I am from ____,,,,,,,,,,
20,conversation,I've always wanted to visit there! What do you do?,https://sn-main.b-cdn.net/system-uploads/scenario-data/0b8ef048-ed12-4d42-a222-31412562f788-FOV3_24.mp4,,I've always wanted to visit there! What do you do?,I am a ____,,,,,,,,,,
21,conversation,Oh that's pretty cool! It was so great meeting you!,https://sn-main.b-cdn.net/system-uploads/scenario-data/20d0c551-da1d-4ca2-9e26-133d18f09c6b-FOV3_25.mp4,,Oh that's pretty cool! It was so great meeting you!,Nice to meet you,,,,,,,,,,
22,media,बहुत बढ़िया! आपने Priya के साथ बहुत अच्छे से बात की!,https://sn-main.b-cdn.net/system-uploads/scenario-data/aaa12900-359f-44e3-99de-d79ed051e238-FOV3_26.mp4,,Awesome! 👏,,,,,,,,,,,,,
23,conversation-result,,,,,,,,,,,,https://sn-main.b-cdn.net/system-uploads/scenario-data/9ff9ef71-f805-4826-808e-dd5dd57fb1fd-FOV3_27.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/14d8c979-daea-4852-809d-075feaecf553-FOV3_28.mp4,,
24,media,"अब आप जानते हो कि English में इन lines का use करके खुद को कैसे introduce करें!",https://sn-main.b-cdn.net/system-uploads/scenario-data/5dee2ebe-9b75-4cd7-9cf6-8345ed43f72c-FOV3_29.mp4,Introduce yourself in English!,You learned this! 🎉,,Finish Lesson,,,,,,,,,
