screen_number,screen_type,hindi_video_url_script,hi_video_url,hi_overlay_main_text,hi_overlay_sub_text,hi_overlay_hint,overlay_cta_label,correct_answer,mcq_option_a,mcq_option_b,correct_option_id,show_result,success_video_url,failure_video_url,partial_video_url,waiting_video_url
12,translate,आप किसी से file भेजने के लिए बहुत politely कैसे पूछेंगे?,https://sn-main.b-cdn.net/system-uploads/scenario-data/007ef6c7-f874-459a-b399-ceffd368b91a-PR_12.mp4,आप किसी से file भेजने के लिए बहुत politely कैसे पूछेंगे?,इसे English में बोलिए,Would you mind + action-ing + the thing?,,Would you mind sending the file,,,,TRUE,https://sn-main.b-cdn.net/system-uploads/scenario-data/dedd3a89-39da-4411-9bdc-2d83ce935c3a-CORRECT-2-FOV3-1.1.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/a81a49d2-7477-4707-bcd0-9b6caef74455-WRONG-2-FOV3-v1.1.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/841e1aba-4f53-433d-bd06-3977b7dee9f6-partial-correct-F0V3.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/88b66b57-4949-455d-aabf-983972ac7419-wait-FOV3.mp4
13,translate,आप किसी से door बंद करने के लिए बहुत politely कैसे पूछेंगे?,https://sn-main.b-cdn.net/system-uploads/scenario-data/251436a4-e3b3-467d-b209-1b411e725a7b-PR_13.mp4,आप किसी से door बंद करने के लिए बहुत politely कैसे पूछेंगे?,इसे English में बोलिए,Would you mind + action-ing + the thing?,,Would you mind closing the door,,,,TRUE,https://sn-main.b-cdn.net/system-uploads/scenario-data/05508807-33dd-4d83-9a6b-99a785882422-CORRECT-2-FOV3-1.2.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/c25bea80-1de3-42d2-ac19-05acb9092dc6-WRONG-1-FOV3-v1.1.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/841e1aba-4f53-433d-bd06-3977b7dee9f6-partial-correct-F0V3.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/88b66b57-4949-455d-aabf-983972ac7419-wait-FOV3.mp4
14,media,"Great! अब आप Rahul के साथ polite requests की practice करेंगे। अभी जो आपने सीखा है उसका use करें!",https://sn-main.b-cdn.net/system-uploads/scenario-data/0ff1bea2-aecc-4465-9720-082204f2a8a2-PR_14.mp4,,Now real conversation practice! 💬,,Start Practice!,,,,,,,,,
15,conversation,"Hey! Let's get started. How would you ask me to pass the menu?",https://sn-main.b-cdn.net/system-uploads/scenario-data/546a41c3-eec2-439d-8738-15e7558b1723-PR_24.mp4,,"Hey! चलिए शुरू करते हैं। आप मुझसे menu pass करने के लिए कैसे पूछेंगे?",,,,,,,,,,,
16,conversation,How would you ask me to open the window?,https://sn-main.b-cdn.net/system-uploads/scenario-data/9d58e4d8-7129-46e8-b3d2-ac1b1318828f-PR_25.mp4,,आप मुझसे window खोलने के लिए कैसे पूछेंगे?,,,,,,,,,,,
17,conversation,How would you ask me to turn on the fan?,https://sn-main.b-cdn.net/system-uploads/scenario-data/888af51a-0e90-4f84-b0af-c97a22f1ba90-PR_26.mp4,,आप मुझसे fan on करने के लिए कैसे पूछेंगे?,,,,,,,,,,,
18,conversation,How would you ask me to check your email?,https://sn-main.b-cdn.net/system-uploads/scenario-data/17745b0a-9c7a-44c2-b0d7-05d24483700a-PR_27.mp4,,आप मुझसे अपना email check करने के लिए कैसे पूछेंगे?,,,,,,,,,,,
19,conversation,How would you ask me to move the chair?,https://sn-main.b-cdn.net/system-uploads/scenario-data/3993e444-7a31-4a35-b7c9-e1a8431550e6-PR_28.mp4,,आप मुझसे chair move करने के लिए कैसे पूछेंगे?,,,,,,,,,,,
20,media,बहुत बढ़िया! आपने polite requests बहुत अच्छी तरह से कीं!,https://sn-main.b-cdn.net/system-uploads/scenario-data/17f8d6c7-fe76-4fad-a749-71fc2b1f7193-PR_20.mp4,,Awesome! 👏,,,,,,,,,,,,,
21,conversation-result,,,,,,,,,,,,https://sn-main.b-cdn.net/system-uploads/scenario-data/2f721980-aa8e-41e8-aff3-a0ad9cca2386-PR_21.mp4,https://sn-main.b-cdn.net/system-uploads/scenario-data/1d0df778-3d4e-498b-957a-b51018691f76-PR_22.mp4,,
22,media,"Great job! आपने English में polite requests करना सीख लिया है। अब आप किसी भी situation में politely मदद मांग सकते हैं — काम पर, घर पर, या strangers के साथ। इससे आप English बोलते समय ज़्यादा professional और respectful लगेंगे!",https://sn-main.b-cdn.net/system-uploads/scenario-data/447e0836-7864-4cb3-96ec-5eb3b8c3ad78-PR_23.mp4,"Please... / Can you... please? / Would you mind...?",You learned this! 🎉,,Finish Lesson,,,,,,,,,
